transaction_id,customer_id,amount,currency,payment_method,bank,hour_of_day,day_of_week,failure_reason,failure_category,previous_success_count,previous_failure_count,customer_success_rate,attempt_number,gateway_latency_ms,device_type,risk_level,email_recovery_success,whatsapp_recovery_success,voice_recovery_success,recovered,recovered_amount
pay_tx_100138,cust_1570,956.61,INR,CREDIT_CARD,HDFC,7,6,insufficient_funds,INSUFFICIENT_FUNDS,20,5,0.8,1,154,mobile_android,LOW,0,0,1,1,956.61
pay_tx_100139,cust_2259,293.47,INR,WALLET,ICICI,16,2,insufficient_funds,INSUFFICIENT_FUNDS,12,5,0.706,1,619,mobile_ios,HIGH,0,0,0,0,0.0
pay_tx_100140,cust_2929,3611.46,INR,DEBIT_CARD,YES_BANK,8,5,authentication_failed,CUSTOMER_CORRECTABLE,14,3,0.824,3,315,web_desktop,LOW,0,1,1,1,3611.46
pay_tx_100141,cust_2213,1550.76,INR,NET_BANKING,ICICI,22,3,authentication_failed,CUSTOMER_CORRECTABLE,2,5,0.286,1,106,mobile_android,LOW,1,1,1,1,1550.76
pay_tx_100142,cust_3852,729.51,INR,DEBIT_CARD,KOTAK,7,0,incorrect_pin,CUSTOMER_CORRECTABLE,6,2,0.75,1,63,web_mobile,LOW,1,1,0,1,729.51
pay_tx_100143,cust_3126,832.23,INR,WALLET,HDFC,2,2,incorrect_pin,CUSTOMER_CORRECTABLE,12,7,0.632,1,93,web_mobile,MEDIUM,1,0,0,1,832.23
pay_tx_100144,cust_8372,13692.04,INR,NET_BANKING,PAYTM_BANK,16,2,card_expired,PAYMENT_METHOD_PROBLEM,4,8,0.333,1,462,mobile_ios,MEDIUM,1,1,0,1,13692.04
pay_tx_100145,cust_3034,1983.94,INR,WALLET,ICICI,9,1,authentication_failed,CUSTOMER_CORRECTABLE,5,5,0.5,3,117,mobile_ios,LOW,0,0,0,0,0.0
pay_tx_100146,cust_5105,520.77,INR,CREDIT_CARD,PAYTM_BANK,17,2,insufficient_funds,INSUFFICIENT_FUNDS,4,4,0.5,1,214,mobile_android,LOW,1,0,1,1,520.77
pay_tx_100147,cust_6531,5494.01,INR,WALLET,HDFC,0,0,insufficient_funds,INSUFFICIENT_FUNDS,1,4,0.2,1,65,web_mobile,LOW,1,0,0,1,5494.01
pay_tx_100148,cust_5949,3553.06,INR,NET_BANKING,ICICI,21,3,incorrect_pin,CUSTOMER_CORRECTABLE,9,7,0.562,1,143,mobile_android,LOW,1,1,1,1,3553.06
pay_tx_100149,cust_3353,1007.72,INR,DEBIT_CARD,YES_BANK,22,2,insufficient_funds,INSUFFICIENT_FUNDS,23,5,0.821,3,259,mobile_ios,MEDIUM,0,1,1,1,1007.72
pay_tx_100150,cust_3007,667.05,INR,DEBIT_CARD,AXIS,7,1,risk_declined,RISK_RELATED,3,0,1.0,1,206,web_mobile,CRITICAL,0,0,0,0,0.0
pay_tx_100151,cust_6364,608.46,INR,WALLET,PAYTM_BANK,10,1,customer_cancelled,CUSTOMER_ABANDONMENT,24,2,0.923,1,154,web_mobile,LOW,0,1,0,1,608.46
pay_tx_100152,cust_9281,4475.93,INR,NET_BANKING,ICICI,6,4,bank_down,TEMPORARY_INFRASTRUCTURE,11,0,1.0,1,269,web_mobile,LOW,0,1,1,1,4475.93
pay_tx_100153,cust_1133,4454.48,INR,UPI,AXIS,4,2,insufficient_funds,INSUFFICIENT_FUNDS,23,5,0.821,2,142,web_desktop,LOW,1,1,1,1,4454.48
pay_tx_100154,cust_5728,3585.73,INR,UPI,AXIS,16,3,insufficient_funds,INSUFFICIENT_FUNDS,24,8,0.75,1,48,mobile_android,LOW,1,1,0,1,3585.73
pay_tx_100155,cust_6990,1915.44,INR,CREDIT_CARD,ICICI,19,4,authentication_failed,CUSTOMER_CORRECTABLE,12,8,0.6,1,395,mobile_android,LOW,1,1,1,1,1915.44
pay_tx_100156,cust_9446,246.21,INR,CREDIT_CARD,SBI,19,2,authentication_failed,CUSTOMER_CORRECTABLE,5,6,0.455,3,143,web_desktop,LOW,1,1,0,1,246.21
pay_tx_100157,cust_5911,1913.86,INR,NET_BANKING,YES_BANK,0,2,incorrect_pin,CUSTOMER_CORRECTABLE,10,1,0.909,3,499,web_desktop,MEDIUM,0,1,1,1,1913.86
pay_tx_100158,cust_8775,904.81,INR,DEBIT_CARD,PAYTM_BANK,18,4,bank_down,TEMPORARY_INFRASTRUCTURE,7,0,1.0,1,367,mobile_ios,LOW,0,1,1,1,904.81
pay_tx_100159,cust_4968,10197.34,INR,UPI,KOTAK,22,0,insufficient_funds,INSUFFICIENT_FUNDS,6,0,1.0,1,379,web_mobile,LOW,0,1,0,1,10197.34
pay_tx_100160,cust_8726,1417.07,INR,UPI,PAYTM_BANK,4,4,fraud_suspected,RISK_RELATED,6,8,0.429,1,328,web_mobile,CRITICAL,0,0,0,0,0.0
pay_tx_100161,cust_6608,875.87,INR,WALLET,SBI,21,6,incorrect_pin,CUSTOMER_CORRECTABLE,23,4,0.852,1,267,mobile_ios,HIGH,0,0,0,0,0.0
pay_tx_100162,cust_5876,1499.95,INR,DEBIT_CARD,PAYTM_BANK,6,5,gateway_timeout,TEMPORARY_INFRASTRUCTURE,22,7,0.759,1,321,web_desktop,LOW,0,1,1,1,1499.95
pay_tx_100163,cust_9899,1102.95,INR,NET_BANKING,AXIS,11,6,incorrect_pin,CUSTOMER_CORRECTABLE,25,2,0.926,1,334,web_desktop,HIGH,0,0,0,0,0.0
pay_tx_100164,cust_8849,1090.97,INR,CREDIT_CARD,ICICI,17,2,authentication_failed,CUSTOMER_CORRECTABLE,17,4,0.81,1,459,mobile_ios,LOW,1,1,0,1,1090.97
pay_tx_100165,cust_1860,1222.64,INR,UPI,AXIS,10,5,gateway_timeout,TEMPORARY_INFRASTRUCTURE,15,1,0.938,1,26,mobile_ios,LOW,1,0,1,1,1222.64
pay_tx_100166,cust_8793,539.31,INR,NET_BANKING,PAYTM_BANK,6,6,insufficient_funds,INSUFFICIENT_FUNDS,9,5,0.643,1,253,mobile_android,MEDIUM,1,1,0,1,539.31
pay_tx_100167,cust_1611,13517.29,INR,CREDIT_CARD,AXIS,5,0,customer_cancelled,CUSTOMER_ABANDONMENT,12,7,0.632,1,447,web_desktop,MEDIUM,1,0,1,1,13517.29
pay_tx_100168,cust_6489,199.0,INR,DEBIT_CARD,AXIS,20,4,bank_down,TEMPORARY_INFRASTRUCTURE,16,7,0.696,2,59,mobile_ios,MEDIUM,1,1,1,1,199.0
pay_tx_100169,cust_3662,7133.13,INR,NET_BANKING,PAYTM_BANK,8,5,card_expired,PAYMENT_METHOD_PROBLEM,5,0,1.0,2,393,web_desktop,LOW,0,1,0,1,7133.13
pay_tx_100170,cust_7643,27579.59,INR,NET_BANKING,KOTAK,10,0,card_expired,PAYMENT_METHOD_PROBLEM,12,1,0.923,1,171,mobile_ios,HIGH,0,0,0,0,0.0
pay_tx_100171,cust_4858,652.09,INR,NET_BANKING,YES_BANK,8,2,card_expired,PAYMENT_METHOD_PROBLEM,9,0,1.0,1,264,web_desktop,LOW,1,1,1,1,652.09
pay_tx_100172,cust_7642,1019.24,INR,WALLET,PAYTM_BANK,9,5,customer_cancelled,CUSTOMER_ABANDONMENT,3,4,0.429,1,509,mobile_ios,LOW,1,1,0,1,1019.24
pay_tx_100173,cust_7121,980.42,INR,NET_BANKING,PAYTM_BANK,17,3,gateway_timeout,TEMPORARY_INFRASTRUCTURE,24,8,0.75,2,201,mobile_ios,MEDIUM,0,1,0,1,980.42
pay_tx_100174,cust_9609,558.63,INR,NET_BANKING,KOTAK,22,2,incorrect_pin,CUSTOMER_CORRECTABLE,2,1,0.667,1,427,mobile_ios,LOW,1,1,1,1,558.63
pay_tx_100175,cust_2904,597.89,INR,CREDIT_CARD,PAYTM_BANK,18,3,bank_down,TEMPORARY_INFRASTRUCTURE,2,8,0.2,1,338,mobile_android,LOW,1,1,1,1,597.89
pay_tx_100176,cust_8575,17191.24,INR,DEBIT_CARD,PAYTM_BANK,0,3,insufficient_funds,INSUFFICIENT_FUNDS,8,0,1.0,2,39,mobile_android,LOW,1,1,0,1,17191.24
pay_tx_100177,cust_2130,10886.22,INR,NET_BANKING,HDFC,9,3,balance_low,INSUFFICIENT_FUNDS,5,2,0.714,2,308,web_mobile,LOW,0,1,0,1,10886.22
pay_tx_100178,cust_7184,468.44,INR,NET_BANKING,HDFC,21,5,authentication_failed,CUSTOMER_CORRECTABLE,17,2,0.895,1,271,web_desktop,LOW,0,1,1,1,468.44
pay_tx_100179,cust_4648,4319.61,INR,UPI,YES_BANK,0,2,balance_low,INSUFFICIENT_FUNDS,14,8,0.636,1,126,web_mobile,MEDIUM,1,1,1,1,4319.61
pay_tx_100180,cust_2848,3183.58,INR,UPI,YES_BANK,21,3,authentication_failed,CUSTOMER_CORRECTABLE,19,0,1.0,1,702,mobile_android,LOW,1,1,0,1,3183.58
pay_tx_100181,cust_1797,979.01,INR,CREDIT_CARD,PAYTM_BANK,1,3,balance_low,INSUFFICIENT_FUNDS,14,3,0.824,1,103,mobile_android,LOW,0,1,0,1,979.01
pay_tx_100182,cust_6224,1554.73,INR,WALLET,KOTAK,21,6,gateway_timeout,TEMPORARY_INFRASTRUCTURE,10,3,0.769,1,260,mobile_ios,HIGH,0,0,0,0,0.0
pay_tx_100183,cust_3869,6721.25,INR,NET_BANKING,KOTAK,15,0,insufficient_funds,INSUFFICIENT_FUNDS,11,6,0.647,2,220,web_desktop,LOW,1,1,1,1,6721.25
pay_tx_100184,cust_9813,1083.27,INR,NET_BANKING,ICICI,7,2,incorrect_pin,CUSTOMER_CORRECTABLE,22,2,0.917,2,100,mobile_android,LOW,0,1,1,1,1083.27
pay_tx_100185,cust_4978,248.18,INR,DEBIT_CARD,ICICI,10,5,balance_low,INSUFFICIENT_FUNDS,2,7,0.222,2,74,mobile_android,LOW,0,1,0,1,248.18
pay_tx_100186,cust_1647,382.19,INR,UPI,ICICI,18,5,insufficient_funds,INSUFFICIENT_FUNDS,21,8,0.724,1,203,mobile_ios,MEDIUM,1,0,1,1,382.19
pay_tx_100187,cust_4113,297.74,INR,UPI,PAYTM_BANK,15,1,incorrect_pin,CUSTOMER_CORRECTABLE,22,3,0.88,1,239,mobile_ios,LOW,0,1,1,1,297.74
pay_tx_100188,cust_6886,16626.4,INR,DEBIT_CARD,SBI,11,4,incorrect_pin,CUSTOMER_CORRECTABLE,15,7,0.682,1,537,web_mobile,MEDIUM,1,1,1,1,16626.4
pay_tx_100189,cust_1749,1309.41,INR,WALLET,YES_BANK,7,5,incorrect_pin,CUSTOMER_CORRECTABLE,4,0,1.0,1,1152,web_mobile,LOW,1,1,1,1,1309.41
pay_tx_100190,cust_5026,1941.2,INR,NET_BANKING,KOTAK,20,5,card_expired,PAYMENT_METHOD_PROBLEM,10,4,0.714,2,290,web_mobile,HIGH,0,0,0,0,0.0
pay_tx_100191,cust_6770,1520.46,INR,CREDIT_CARD,ICICI,23,4,incorrect_pin,CUSTOMER_CORRECTABLE,15,2,0.882,3,243,mobile_android,LOW,0,1,0,1,1520.46
pay_tx_100192,cust_1794,941.89,INR,UPI,AXIS,4,6,incorrect_pin,CUSTOMER_CORRECTABLE,20,3,0.87,1,203,mobile_ios,LOW,1,1,0,1,941.89
pay_tx_100193,cust_8916,10990.56,INR,NET_BANKING,HDFC,0,4,insufficient_funds,INSUFFICIENT_FUNDS,17,6,0.739,1,577,web_desktop,LOW,1,1,0,1,10990.56
pay_tx_100194,cust_8054,199.0,INR,CREDIT_CARD,HDFC,3,4,incorrect_pin,CUSTOMER_CORRECTABLE,4,3,0.571,1,64,web_desktop,MEDIUM,1,1,1,1,199.0
pay_tx_100195,cust_7652,710.96,INR,NET_BANKING,KOTAK,7,5,insufficient_funds,INSUFFICIENT_FUNDS,7,4,0.636,1,478,mobile_android,LOW,0,0,1,1,710.96
pay_tx_100196,cust_7213,8315.41,INR,NET_BANKING,KOTAK,15,0,insufficient_funds,INSUFFICIENT_FUNDS,20,0,1.0,2,417,mobile_android,LOW,1,0,0,1,8315.41
pay_tx_100197,cust_2562,466.44,INR,WALLET,HDFC,7,1,incorrect_pin,CUSTOMER_CORRECTABLE,22,7,0.759,1,161,mobile_android,LOW,1,1,0,1,466.44
pay_tx_100198,cust_3938,3252.73,INR,DEBIT_CARD,HDFC,6,4,insufficient_funds,INSUFFICIENT_FUNDS,4,6,0.4,3,206,web_desktop,LOW,1,0,0,1,3252.73
pay_tx_100199,cust_9856,1153.11,INR,DEBIT_CARD,AXIS,23,1,gateway_timeout,TEMPORARY_INFRASTRUCTURE,25,1,0.962,1,186,web_desktop,LOW,1,0,1,1,1153.11
pay_tx_100200,cust_7499,7267.7,INR,DEBIT_CARD,HDFC,20,2,incorrect_pin,CUSTOMER_CORRECTABLE,25,7,0.781,1,383,web_desktop,LOW,1,1,1,1,7267.7
pay_tx_100201,cust_7227,1247.06,INR,UPI,YES_BANK,19,2,incorrect_pin,CUSTOMER_CORRECTABLE,25,3,0.893,2,318,mobile_android,LOW,1,1,1,1,1247.06
pay_tx_100202,cust_7383,402.89,INR,DEBIT_CARD,SBI,3,0,customer_cancelled,CUSTOMER_ABANDONMENT,0,4,0.0,1,161,web_desktop,LOW,1,0,0,1,402.89
pay_tx_100203,cust_9395,6366.54,INR,NET_BANKING,HDFC,0,0,insufficient_funds,INSUFFICIENT_FUNDS,11,8,0.579,1,53,web_desktop,MEDIUM,1,1,0,1,6366.54
pay_tx_100204,cust_4977,3741.39,INR,WALLET,KOTAK,5,5,insufficient_funds,INSUFFICIENT_FUNDS,12,2,0.857,1,24,web_desktop,LOW,1,1,1,1,3741.39
pay_tx_100205,cust_5911,13845.94,INR,NET_BANKING,YES_BANK,2,2,balance_low,INSUFFICIENT_FUNDS,8,3,0.727,2,158,web_mobile,LOW,1,1,1,1,13845.94
pay_tx_100206,cust_7483,2918.9,INR,DEBIT_CARD,YES_BANK,19,3,authentication_failed,CUSTOMER_CORRECTABLE,25,5,0.833,1,272,web_mobile,MEDIUM,0,0,1,1,2918.9
pay_tx_100207,cust_6253,2165.4,INR,WALLET,PAYTM_BANK,6,3,incorrect_pin,CUSTOMER_CORRECTABLE,10,2,0.833,3,314,web_desktop,LOW,0,1,0,1,2165.4
pay_tx_100208,cust_4971,232.25,INR,DEBIT_CARD,AXIS,8,6,insufficient_funds,INSUFFICIENT_FUNDS,25,6,0.806,1,284,mobile_ios,LOW,0,1,0,1,232.25
pay_tx_100209,cust_8563,1449.86,INR,CREDIT_CARD,AXIS,9,6,authentication_failed,CUSTOMER_CORRECTABLE,22,1,0.957,2,159,web_mobile,LOW,1,1,1,1,1449.86
pay_tx_100210,cust_3525,710.55,INR,NET_BANKING,YES_BANK,12,0,balance_low,INSUFFICIENT_FUNDS,14,7,0.667,1,289,web_mobile,LOW,0,1,0,1,710.55
pay_tx_100211,cust_9796,558.89,INR,WALLET,PAYTM_BANK,2,0,authentication_failed,CUSTOMER_CORRECTABLE,24,3,0.889,1,506,web_desktop,LOW,1,1,0,1,558.89
pay_tx_100212,cust_7547,3187.9,INR,DEBIT_CARD,YES_BANK,13,0,incorrect_pin,CUSTOMER_CORRECTABLE,0,1,0.0,1,302,mobile_ios,LOW,1,0,0,1,3187.9
pay_tx_100213,cust_9199,5879.51,INR,CREDIT_CARD,SBI,0,3,bank_down,TEMPORARY_INFRASTRUCTURE,3,4,0.429,1,36,mobile_android,LOW,0,1,1,1,5879.51
pay_tx_100214,cust_8460,389.36,INR,CREDIT_CARD,KOTAK,15,2,incorrect_pin,CUSTOMER_CORRECTABLE,15,1,0.938,1,364,web_mobile,LOW,1,1,1,1,389.36
pay_tx_100215,cust_6620,756.81,INR,UPI,PAYTM_BANK,5,5,authentication_failed,CUSTOMER_CORRECTABLE,7,8,0.467,1,149,mobile_ios,LOW,1,1,0,1,756.81
pay_tx_100216,cust_4022,334.29,INR,CREDIT_CARD,PAYTM_BANK,21,3,insufficient_funds,INSUFFICIENT_FUNDS,12,0,1.0,2,104,mobile_ios,LOW,1,1,1,1,334.29
pay_tx_100217,cust_5560,6402.03,INR,UPI,KOTAK,3,6,authentication_failed,CUSTOMER_CORRECTABLE,17,2,0.895,1,358,mobile_ios,LOW,1,1,1,1,6402.03
pay_tx_100218,cust_6134,2257.03,INR,WALLET,AXIS,19,3,incorrect_pin,CUSTOMER_CORRECTABLE,18,1,0.947,1,154,web_mobile,LOW,0,1,1,1,2257.03
pay_tx_100219,cust_2388,2093.12,INR,CREDIT_CARD,SBI,3,1,authentication_failed,CUSTOMER_CORRECTABLE,9,1,0.9,1,545,mobile_ios,LOW,1,1,1,1,2093.12
pay_tx_100220,cust_4043,777.58,INR,NET_BANKING,PAYTM_BANK,17,5,incorrect_pin,CUSTOMER_CORRECTABLE,20,2,0.909,1,243,web_mobile,LOW,1,1,1,1,777.58
pay_tx_100221,cust_6882,15137.96,INR,UPI,AXIS,4,1,insufficient_funds,INSUFFICIENT_FUNDS,12,8,0.6,1,413,web_mobile,LOW,0,0,1,1,15137.96
pay_tx_100222,cust_3740,920.61,INR,UPI,KOTAK,0,6,bank_down,TEMPORARY_INFRASTRUCTURE,24,3,0.889,1,390,web_desktop,LOW,1,1,0,1,920.61
pay_tx_100223,cust_9115,274.71,INR,WALLET,KOTAK,3,4,incorrect_pin,CUSTOMER_CORRECTABLE,3,4,0.429,2,235,web_desktop,LOW,0,0,1,1,274.71
pay_tx_100224,cust_4580,3807.8,INR,NET_BANKING,HDFC,23,6,authentication_failed,CUSTOMER_CORRECTABLE,20,3,0.87,1,331,mobile_android,LOW,1,1,1,1,3807.8
pay_tx_100225,cust_2923,3761.99,INR,CREDIT_CARD,ICICI,23,4,bank_down,TEMPORARY_INFRASTRUCTURE,22,5,0.815,2,448,web_mobile,LOW,1,1,1,1,3761.99
pay_tx_100226,cust_1972,3136.98,INR,WALLET,SBI,17,2,authentication_failed,CUSTOMER_CORRECTABLE,19,8,0.704,1,342,web_desktop,LOW,1,0,0,1,3136.98
pay_tx_100227,cust_2560,2319.77,INR,CREDIT_CARD,YES_BANK,13,0,authentication_failed,CUSTOMER_CORRECTABLE,8,2,0.8,2,93,mobile_ios,LOW,0,1,0,1,2319.77
pay_tx_100228,cust_7434,6398.27,INR,NET_BANKING,ICICI,18,5,fraud_suspected,RISK_RELATED,8,6,0.571,1,242,mobile_android,HIGH,0,0,0,0,0.0
pay_tx_100229,cust_7046,4096.14,INR,NET_BANKING,AXIS,10,4,gateway_timeout,TEMPORARY_INFRASTRUCTURE,0,1,0.0,2,479,web_mobile,LOW,0,0,0,0,0.0
pay_tx_100230,cust_7516,973.35,INR,CREDIT_CARD,AXIS,6,3,authentication_failed,CUSTOMER_CORRECTABLE,8,5,0.615,2,174,web_desktop,LOW,1,0,0,1,973.35
pay_tx_100231,cust_1793,1247.62,INR,UPI,HDFC,20,6,bank_down,TEMPORARY_INFRASTRUCTURE,14,0,1.0,1,580,mobile_ios,LOW,1,0,1,1,1247.62
pay_tx_100232,cust_3161,617.99,INR,DEBIT_CARD,ICICI,8,0,insufficient_funds,INSUFFICIENT_FUNDS,20,5,0.8,1,647,web_desktop,LOW,0,1,0,1,617.99
pay_tx_100233,cust_4836,2288.99,INR,NET_BANKING,PAYTM_BANK,2,5,bank_down,TEMPORARY_INFRASTRUCTURE,3,0,1.0,1,305,mobile_android,LOW,1,1,1,1,2288.99
pay_tx_100234,cust_6629,5258.27,INR,UPI,YES_BANK,13,5,incorrect_pin,CUSTOMER_CORRECTABLE,4,7,0.364,1,266,web_mobile,LOW,0,1,1,1,5258.27
pay_tx_100235,cust_5902,6493.63,INR,CREDIT_CARD,AXIS,4,5,card_expired,PAYMENT_METHOD_PROBLEM,21,2,0.913,1,162,mobile_android,LOW,1,1,1,1,6493.63
pay_tx_100236,cust_3480,9810.58,INR,NET_BANKING,KOTAK,21,3,bank_down,TEMPORARY_INFRASTRUCTURE,6,1,0.857,2,173,mobile_ios,MEDIUM,1,1,0,1,9810.58
pay_tx_100237,cust_6152,10342.96,INR,CREDIT_CARD,ICICI,8,5,card_expired,PAYMENT_METHOD_PROBLEM,2,3,0.4,1,177,web_desktop,MEDIUM,0,0,0,0,0.0
pay_tx_100238,cust_5942,1289.3,INR,CREDIT_CARD,KOTAK,19,4,insufficient_funds,INSUFFICIENT_FUNDS,6,6,0.5,1,101,mobile_android,MEDIUM,0,1,0,1,1289.3
pay_tx_100239,cust_4949,719.56,INR,NET_BANKING,PAYTM_BANK,19,0,incorrect_pin,CUSTOMER_CORRECTABLE,16,0,1.0,3,243,web_desktop,LOW,0,1,1,1,719.56
pay_tx_100240,cust_3830,2394.81,INR,NET_BANKING,YES_BANK,2,0,bank_down,TEMPORARY_INFRASTRUCTURE,18,1,0.947,1,493,mobile_ios,LOW,1,1,0,1,2394.81
pay_tx_100241,cust_9209,1398.58,INR,NET_BANKING,AXIS,22,3,insufficient_funds,INSUFFICIENT_FUNDS,2,8,0.2,1,331,mobile_ios,LOW,1,1,1,1,1398.58
pay_tx_100242,cust_3545,2207.78,INR,WALLET,SBI,12,4,authentication_failed,CUSTOMER_CORRECTABLE,20,1,0.952,1,358,web_mobile,LOW,0,1,1,1,2207.78
pay_tx_100243,cust_8118,841.1,INR,UPI,AXIS,19,4,insufficient_funds,INSUFFICIENT_FUNDS,1,4,0.2,1,160,mobile_ios,LOW,0,0,1,1,841.1
pay_tx_100244,cust_6680,841.46,INR,WALLET,KOTAK,23,2,incorrect_pin,CUSTOMER_CORRECTABLE,5,5,0.5,1,558,web_desktop,LOW,1,0,1,1,841.46
pay_tx_100245,cust_8034,9942.81,INR,DEBIT_CARD,KOTAK,2,2,bank_down,TEMPORARY_INFRASTRUCTURE,22,1,0.957,1,154,web_desktop,LOW,0,1,1,1,9942.81
pay_tx_100246,cust_2685,932.0,INR,WALLET,PAYTM_BANK,23,0,insufficient_funds,INSUFFICIENT_FUNDS,7,8,0.467,1,393,mobile_android,LOW,0,1,1,1,932.0
pay_tx_100247,cust_1579,11579.67,INR,WALLET,YES_BANK,22,5,incorrect_pin,CUSTOMER_CORRECTABLE,20,6,0.769,1,783,mobile_ios,LOW,0,1,1,1,11579.67
pay_tx_100248,cust_7108,866.67,INR,UPI,KOTAK,21,0,customer_cancelled,CUSTOMER_ABANDONMENT,5,3,0.625,2,182,mobile_android,HIGH,0,0,0,0,0.0
pay_tx_100249,cust_6090,2547.93,INR,DEBIT_CARD,HDFC,17,3,bank_down,TEMPORARY_INFRASTRUCTURE,0,5,0.0,1,320,web_desktop,LOW,1,1,0,1,2547.93
pay_tx_100250,cust_4201,1462.15,INR,WALLET,YES_BANK,7,1,insufficient_funds,INSUFFICIENT_FUNDS,0,6,0.0,1,125,web_desktop,LOW,0,1,0,1,1462.15
pay_tx_100251,cust_7164,1737.58,INR,DEBIT_CARD,HDFC,6,4,incorrect_pin,CUSTOMER_CORRECTABLE,7,6,0.538,1,783,mobile_android,HIGH,0,0,0,0,0.0
pay_tx_100252,cust_4792,971.52,INR,WALLET,AXIS,22,2,gateway_timeout,TEMPORARY_INFRASTRUCTURE,14,1,0.933,1,295,mobile_ios,LOW,1,1,1,1,971.52
pay_tx_100253,cust_3141,37508.35,INR,CREDIT_CARD,SBI,8,6,gateway_timeout,TEMPORARY_INFRASTRUCTURE,10,6,0.625,2,160,web_desktop,HIGH,0,0,0,0,0.0
pay_tx_100254,cust_3230,4098.06,INR,WALLET,HDFC,4,0,insufficient_funds,INSUFFICIENT_FUNDS,5,7,0.417,1,805,web_mobile,LOW,1,0,0,1,4098.06
pay_tx_100255,cust_8591,3673.08,INR,DEBIT_CARD,YES_BANK,3,0,gateway_timeout,TEMPORARY_INFRASTRUCTURE,5,4,0.556,2,532,mobile_android,LOW,0,1,0,1,3673.08
pay_tx_100256,cust_6828,4839.56,INR,NET_BANKING,KOTAK,1,5,bank_down,TEMPORARY_INFRASTRUCTURE,9,4,0.692,2,361,mobile_ios,LOW,1,1,0,1,4839.56
pay_tx_100257,cust_5093,9495.67,INR,UPI,AXIS,3,6,incorrect_pin,CUSTOMER_CORRECTABLE,25,2,0.926,1,397,mobile_android,MEDIUM,0,1,0,1,9495.67
pay_tx_100258,cust_7098,1479.5,INR,UPI,KOTAK,18,2,insufficient_funds,INSUFFICIENT_FUNDS,2,0,1.0,3,279,mobile_ios,MEDIUM,0,1,0,1,1479.5
pay_tx_100259,cust_6432,2814.13,INR,UPI,HDFC,14,0,gateway_timeout,TEMPORARY_INFRASTRUCTURE,5,6,0.455,2,181,web_mobile,LOW,1,1,1,1,2814.13
pay_tx_100260,cust_4066,2274.05,INR,DEBIT_CARD,SBI,14,1,bank_down,TEMPORARY_INFRASTRUCTURE,1,3,0.25,1,259,web_mobile,LOW,1,1,1,1,2274.05
pay_tx_100261,cust_3248,3922.88,INR,NET_BANKING,ICICI,20,6,card_expired,PAYMENT_METHOD_PROBLEM,16,3,0.842,1,946,mobile_android,HIGH,0,0,0,0,0.0
pay_tx_100262,cust_8940,2438.8,INR,DEBIT_CARD,KOTAK,16,2,fraud_suspected,RISK_RELATED,12,4,0.75,1,696,web_desktop,HIGH,0,0,0,0,0.0
pay_tx_100263,cust_8728,3749.87,INR,WALLET,SBI,18,1,incorrect_pin,CUSTOMER_CORRECTABLE,5,1,0.833,1,287,mobile_ios,LOW,0,1,1,1,3749.87
pay_tx_100264,cust_4594,1058.15,INR,WALLET,YES_BANK,12,2,insufficient_funds,INSUFFICIENT_FUNDS,5,2,0.714,1,289,web_desktop,MEDIUM,0,0,1,1,1058.15
pay_tx_100265,cust_6761,2120.83,INR,WALLET,KOTAK,4,4,insufficient_funds,INSUFFICIENT_FUNDS,6,7,0.462,1,137,mobile_ios,LOW,1,1,1,1,2120.83
pay_tx_100266,cust_9625,924.54,INR,NET_BANKING,HDFC,10,4,card_expired,PAYMENT_METHOD_PROBLEM,6,2,0.75,1,330,mobile_ios,MEDIUM,0,1,1,1,924.54
pay_tx_100267,cust_3320,11832.78,INR,UPI,YES_BANK,16,6,bank_down,TEMPORARY_INFRASTRUCTURE,11,1,0.917,1,237,web_mobile,LOW,1,1,0,1,11832.78
pay_tx_100268,cust_8157,318.11,INR,NET_BANKING,PAYTM_BANK,10,1,incorrect_pin,CUSTOMER_CORRECTABLE,22,8,0.733,1,99,web_desktop,LOW,1,1,1,1,318.11
pay_tx_100269,cust_5825,4230.3,INR,CREDIT_CARD,ICICI,23,0,bank_down,TEMPORARY_INFRASTRUCTURE,22,6,0.786,2,74,mobile_android,LOW,1,1,0,1,4230.3
pay_tx_100270,cust_2705,5151.01,INR,NET_BANKING,ICICI,10,5,incorrect_pin,CUSTOMER_CORRECTABLE,2,3,0.4,1,398,web_desktop,LOW,0,1,0,1,5151.01
pay_tx_100271,cust_6500,1605.18,INR,NET_BANKING,HDFC,8,1,bank_down,TEMPORARY_INFRASTRUCTURE,7,1,0.875,1,138,mobile_android,LOW,1,1,1,1,1605.18
pay_tx_100272,cust_3725,1353.59,INR,NET_BANKING,AXIS,12,2,incorrect_pin,CUSTOMER_CORRECTABLE,17,6,0.739,1,324,web_mobile,MEDIUM,1,1,1,1,1353.59
pay_tx_100273,cust_8393,402.68,INR,UPI,YES_BANK,1,2,customer_cancelled,CUSTOMER_ABANDONMENT,0,5,0.0,1,646,mobile_android,LOW,1,1,0,1,402.68
pay_tx_100274,cust_9962,2727.85,INR,UPI,SBI,19,4,card_expired,PAYMENT_METHOD_PROBLEM,15,0,1.0,1,349,mobile_ios,LOW,1,1,1,1,2727.85
pay_tx_100275,cust_4112,3909.9,INR,NET_BANKING,PAYTM_BANK,17,5,incorrect_pin,CUSTOMER_CORRECTABLE,23,8,0.742,1,605,web_desktop,LOW,1,1,1,1,3909.9
